sample_idx,has_hemorrhage,iou_hemorrhage,iou_background,mean_iou,true_positives,false_positives,false_negatives,true_negatives,sensitivity,specificity,precision,recall,dice
1457,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1458,True,0.0,0.9828,0.4914,0,0,1128,64408,0.0,1.0,N/A,0.0,0.0
1459,True,0.6103,0.9992,0.8047,83,46,7,65400,0.9222,0.9993,0.6434,0.9222,0.758
1460,True,0.9383,0.9999,0.9691,76,5,0,65455,1.0,0.9999,0.9383,1.0,0.9682
1461,True,0.7309,0.9873,0.8591,2181,427,376,62552,0.853,0.9932,0.8363,0.853,0.8445
1462,True,0.0,0.9955,0.4977,0,0,298,65238,0.0,1.0,N/A,0.0,0.0
1463,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1464,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1465,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1466,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1467,True,0.0,0.9739,0.487,0,0,1708,63828,0.0,1.0,N/A,0.0,0.0
1468,True,0.3597,0.9986,0.6792,50,38,51,65397,0.495,0.9994,0.5682,0.495,0.5291
1469,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1470,True,0.0,0.9977,0.4988,0,0,151,65385,0.0,1.0,N/A,0.0,0.0
1471,True,0.008,0.9322,0.4701,36,15,4427,61058,0.0081,0.9998,0.7059,0.0081,0.016
1472,True,0.3301,0.9979,0.664,69,6,134,65327,0.3399,0.9999,0.92,0.3399,0.4964
1473,True,0.5474,0.9977,0.7726,179,148,0,65209,1.0,0.9977,0.5474,1.0,0.7075
1474,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1475,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1476,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1477,True,0.8194,0.9994,0.9094,186,29,12,65309,0.9394,0.9996,0.8651,0.9394,0.9007
1478,True,0.8023,0.9984,0.9003,426,98,7,65005,0.9838,0.9985,0.813,0.9838,0.8903
1479,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1480,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1481,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1482,True,0.0,0.937,0.4685,0,0,4130,61406,0.0,1.0,N/A,0.0,0.0
1483,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1484,True,0.8082,0.9979,0.9031,569,97,38,64832,0.9374,0.9985,0.8544,0.9374,0.894
1485,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1486,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1487,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1488,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1489,True,0.0,0.9991,0.4996,0,0,57,65479,0.0,1.0,N/A,0.0,0.0
1490,True,0.0,0.9987,0.4994,0,0,82,65454,0.0,1.0,N/A,0.0,0.0
1491,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1492,True,0.2264,0.9965,0.6114,67,0,229,65240,0.2264,1.0,1.0,0.2264,0.3691
1493,True,0.7491,0.9979,0.8735,415,14,125,64982,0.7685,0.9998,0.9674,0.7685,0.8566
1494,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1495,True,0.0803,0.9679,0.5241,183,2097,0,63256,1.0,0.9679,0.0803,1.0,0.1486
1496,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1497,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1498,True,0.6407,0.9954,0.8181,535,300,0,64701,1.0,0.9954,0.6407,1.0,0.781
1499,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1500,True,0.6528,0.9981,0.8254,235,125,0,65176,1.0,0.9981,0.6528,1.0,0.7899
1501,True,0.0,0.9948,0.4974,0,0,342,65194,0.0,1.0,N/A,0.0,0.0
1502,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1503,True,0.0,0.997,0.4985,0,0,196,65340,0.0,1.0,N/A,0.0,0.0
1504,True,0.6293,0.9982,0.8137,202,31,88,65215,0.6966,0.9995,0.867,0.6966,0.7725
1505,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1506,True,0.2017,0.9518,0.5768,788,118,3000,61630,0.208,0.9981,0.8698,0.208,0.3357
1507,True,0.491,0.9978,0.7444,137,60,82,65257,0.6256,0.9991,0.6954,0.6256,0.6587
1508,True,0.2981,0.9972,0.6476,79,164,22,65271,0.7822,0.9975,0.3251,0.7822,0.4593
1509,True,0.0726,0.9906,0.5316,48,0,613,64875,0.0726,1.0,1.0,0.0726,0.1354
1510,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1511,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1512,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1513,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1514,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1515,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1516,True,0.0,0.9964,0.4982,0,7,227,65302,0.0,0.9999,0.0,0.0,0.0
1517,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1518,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1519,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1520,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1521,True,0.12,0.9702,0.5451,265,27,1917,63327,0.1214,0.9996,0.9075,0.1214,0.2142
1522,True,0.0,0.919,0.4595,0,0,5310,60226,0.0,1.0,N/A,0.0,0.0
1523,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1524,True,0.8989,0.999,0.949,578,60,5,64893,0.9914,0.9991,0.906,0.9914,0.9468
1525,True,0.0673,0.9985,0.5329,7,1,96,65432,0.068,1.0,0.875,0.068,0.1261
1526,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1527,True,0.7078,0.9985,0.8532,235,39,58,65204,0.802,0.9994,0.8577,0.802,0.8289
1528,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1529,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1530,True,0.729,0.998,0.8635,347,10,119,65060,0.7446,0.9998,0.972,0.7446,0.8433
1531,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1532,True,0.0,0.995,0.4975,0,26,301,65209,0.0,0.9996,0.0,0.0,0.0
1533,True,0.7408,0.9972,0.869,526,183,1,64826,0.9981,0.9972,0.7419,0.9981,0.8511
1534,True,0.0,0.9947,0.4974,0,0,345,65191,0.0,1.0,N/A,0.0,0.0
1535,True,0.0,0.9986,0.4993,0,0,90,65446,0.0,1.0,N/A,0.0,0.0
1536,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1537,True,0.6682,0.9989,0.8335,149,0,74,65313,0.6682,1.0,1.0,0.6682,0.8011
1538,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1539,True,0.684,0.9977,0.8408,329,26,126,65055,0.7231,0.9996,0.9268,0.7231,0.8123
1540,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1541,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1542,True,0.2631,0.9931,0.6281,161,14,437,64924,0.2692,0.9998,0.92,0.2692,0.4166
1543,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1544,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1545,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1546,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1547,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1548,True,0.411,0.9987,0.7048,60,9,77,65390,0.438,0.9999,0.8696,0.438,0.5825
1549,True,0.0,0.9983,0.4991,0,0,112,65424,0.0,1.0,N/A,0.0,0.0
1550,True,0.0,0.9839,0.492,0,0,1054,64482,0.0,1.0,N/A,0.0,0.0
1551,True,0.0,0.9979,0.4989,0,0,139,65397,0.0,1.0,N/A,0.0,0.0
1552,True,0.7625,0.9983,0.8804,350,9,100,65077,0.7778,0.9999,0.9749,0.7778,0.8653
1553,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1554,True,0.679,0.99,0.8345,1362,481,163,63530,0.8931,0.9925,0.739,0.8931,0.8088
1555,True,0.0,0.9755,0.4878,0,4,1601,63931,0.0,0.9999,0.0,0.0,0.0
1556,True,0.0,0.9988,0.4994,0,0,80,65456,0.0,1.0,N/A,0.0,0.0
1557,True,0.863,0.9998,0.9314,63,0,10,65463,0.863,1.0,1.0,0.863,0.9265
1558,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1559,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1560,True,0.0251,0.9917,0.5084,14,80,464,64978,0.0293,0.9988,0.1489,0.0293,0.049
1561,True,0.0,0.9905,0.4952,0,0,625,64911,0.0,1.0,N/A,0.0,0.0
1562,True,0.0,0.9977,0.4989,0,0,149,65387,0.0,1.0,N/A,0.0,0.0
1563,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1564,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1565,True,0.0,0.9751,0.4876,0,39,1592,63905,0.0,0.9994,0.0,0.0,0.0
1566,True,0.445,0.9927,0.7188,380,448,26,64682,0.936,0.9931,0.4589,0.936,0.6159
1567,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1568,True,0.8421,0.9999,0.921,48,7,2,65479,0.96,0.9999,0.8727,0.96,0.9143
1569,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1570,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1571,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1572,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1573,True,0.2474,0.9955,0.6215,97,14,281,65144,0.2566,0.9998,0.8739,0.2566,0.3967
1574,True,0.7732,0.983,0.8781,3596,704,351,60885,0.9111,0.9886,0.8363,0.9111,0.8721
1575,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1576,True,0.5007,0.9825,0.7416,1128,16,1109,63283,0.5042,0.9997,0.986,0.5042,0.6673
1577,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1578,True,0.0,0.9939,0.497,0,0,397,65139,0.0,1.0,N/A,0.0,0.0
1579,True,0.2921,0.999,0.6456,26,0,63,65447,0.2921,1.0,1.0,0.2921,0.4522
1580,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1581,True,0.206,0.9951,0.6005,83,103,217,65133,0.2767,0.9984,0.4462,0.2767,0.3416
1582,True,0.0,0.9994,0.4997,0,0,40,65496,0.0,1.0,N/A,0.0,0.0
1583,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1584,True,0.0,0.9981,0.499,0,0,126,65410,0.0,1.0,N/A,0.0,0.0
1585,True,0.4559,0.9959,0.7259,222,37,228,65049,0.4933,0.9994,0.8571,0.4933,0.6262
1586,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1587,True,0.0,0.9988,0.4994,0,0,80,65456,0.0,1.0,N/A,0.0,0.0
1588,False,0.0,0.9996,0.4998,0,26,0,65510,N/A,0.9996,0.0,N/A,0.0
1589,True,0.7729,0.9986,0.8858,320,5,89,65122,0.7824,0.9999,0.9846,0.7824,0.8719
1590,True,0.88,0.9988,0.9394,572,65,13,64886,0.9778,0.999,0.898,0.9778,0.9362
1591,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1592,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1593,False,0.0,0.9998,0.4999,0,14,0,65522,N/A,0.9998,0.0,N/A,0.0
1594,True,0.3333,0.9995,0.6664,15,0,30,65491,0.3333,1.0,1.0,0.3333,0.5
1595,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1596,True,0.7169,0.9951,0.856,808,319,0,64409,1.0,0.9951,0.7169,1.0,0.8351
1597,True,0.1424,0.9956,0.569,48,24,265,65199,0.1534,0.9996,0.6667,0.1534,0.2494
1598,True,0.7906,0.9984,0.8945,385,73,29,65049,0.93,0.9989,0.8406,0.93,0.883
1599,False,0.0,0.9943,0.4971,0,374,0,65162,N/A,0.9943,0.0,N/A,0.0
1600,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1601,True,0.8811,0.9974,0.9392,1260,37,133,64106,0.9045,0.9994,0.9715,0.9045,0.9368
1602,True,0.0,0.9933,0.4967,0,0,439,65097,0.0,1.0,N/A,0.0,0.0
1603,True,0.0,0.9982,0.4991,0,0,118,65418,0.0,1.0,N/A,0.0,0.0
1604,False,0.0,0.9989,0.4994,0,73,0,65463,N/A,0.9989,0.0,N/A,0.0
1605,True,0.0,0.9985,0.4993,0,0,97,65439,0.0,1.0,N/A,0.0,0.0
1606,True,0.2239,0.9953,0.6096,88,30,275,65143,0.2424,0.9995,0.7458,0.2424,0.3659
1607,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1608,True,0.3913,0.9991,0.6952,36,1,55,65444,0.3956,1.0,0.973,0.3956,0.5625
1609,False,0.0,0.9984,0.4992,0,103,0,65433,N/A,0.9984,0.0,N/A,0.0
1610,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1611,True,0.0,0.9966,0.4983,0,7,213,65316,0.0,0.9999,0.0,0.0,0.0
1612,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1613,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1614,True,0.5399,0.9969,0.7684,237,44,158,65097,0.6,0.9993,0.8434,0.6,0.7012
1615,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1616,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1617,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1618,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1619,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1620,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1621,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1622,False,0.0,0.9957,0.4979,0,279,0,65257,N/A,0.9957,0.0,N/A,0.0
1623,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1624,True,0.8757,0.999,0.9373,472,63,4,64997,0.9916,0.999,0.8822,0.9916,0.9337
1625,True,0.4074,0.9976,0.7025,110,149,11,65266,0.9091,0.9977,0.4247,0.9091,0.5789
1626,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1627,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1628,True,0.9038,0.9985,0.9511,940,92,8,64496,0.9916,0.9986,0.9109,0.9916,0.9495
1629,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1630,True,0.5674,0.997,0.7822,261,154,45,65076,0.8529,0.9976,0.6289,0.8529,0.724
1631,True,0.3155,0.9756,0.6455,730,117,1467,63222,0.3323,0.9982,0.8619,0.3323,0.4796
1632,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1633,True,0.5556,0.9959,0.7757,335,69,199,64933,0.6273,0.9989,0.8292,0.6273,0.7143
1634,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1635,True,0.7217,0.9978,0.8597,376,145,0,65015,1.0,0.9978,0.7217,1.0,0.8384
1636,True,0.4595,0.9816,0.7206,1011,100,1089,63336,0.4814,0.9984,0.91,0.4814,0.6297
1637,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1638,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1639,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1640,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1641,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1642,True,0.0,0.9953,0.4977,0,1,304,65231,0.0,1.0,0.0,0.0,0.0
1643,True,0.72,0.9995,0.8597,90,27,8,65411,0.9184,0.9996,0.7692,0.9184,0.8372
1644,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1645,True,0.4053,0.9893,0.6973,475,153,544,64364,0.4661,0.9976,0.7564,0.4661,0.5768
1646,True,0.3691,0.9891,0.6791,416,297,414,64409,0.5012,0.9954,0.5835,0.5012,0.5392
1647,True,0.2613,0.9987,0.63,29,62,20,65425,0.5918,0.9991,0.3187,0.5918,0.4143
1648,True,0.0,0.9992,0.4996,0,0,52,65484,0.0,1.0,N/A,0.0,0.0
1649,True,0.7436,0.9952,0.8694,899,302,8,64327,0.9912,0.9953,0.7485,0.9912,0.8529
1650,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1651,True,0.0037,0.6551,0.3294,83,0,22578,42875,0.0037,1.0,1.0,0.0037,0.0073
1652,True,0.613,0.9973,0.8052,274,21,152,65089,0.6432,0.9997,0.9288,0.6432,0.7601
1653,True,0.0,0.9793,0.4896,0,0,1359,64177,0.0,1.0,N/A,0.0,0.0
1654,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1655,True,0.0,0.9893,0.4947,0,95,605,64836,0.0,0.9985,0.0,0.0,0.0
1656,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1657,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1658,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1659,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1660,True,0.6167,0.9986,0.8076,148,27,65,65296,0.6948,0.9996,0.8457,0.6948,0.7629
1661,True,0.6266,0.9955,0.8111,490,3,289,64754,0.629,1.0,0.9939,0.629,0.7704
1662,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1663,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1664,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1665,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1666,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1667,False,0.0,0.9999,0.5,0,6,0,65530,N/A,0.9999,0.0,N/A,0.0
1668,True,0.0,0.9994,0.4997,0,0,38,65498,0.0,1.0,N/A,0.0,0.0
1669,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1670,True,0.8229,0.9997,0.9113,79,11,6,65440,0.9294,0.9998,0.8778,0.9294,0.9029
1671,True,0.2956,0.9966,0.6461,94,0,224,65218,0.2956,1.0,1.0,0.2956,0.4563
1672,True,0.7792,0.9992,0.8892,180,39,12,65305,0.9375,0.9994,0.8219,0.9375,0.8759
1673,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1674,True,0.0,0.9162,0.4581,0,0,5493,60043,0.0,1.0,N/A,0.0,0.0
1675,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1676,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1677,True,0.7404,0.9974,0.8689,482,66,103,64885,0.8239,0.999,0.8796,0.8239,0.8508
1678,False,0.0,0.9999,0.4999,0,7,0,65529,N/A,0.9999,0.0,N/A,0.0
1679,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1680,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1681,True,0.0,0.9951,0.4976,0,0,321,65215,0.0,1.0,N/A,0.0,0.0
1682,True,0.0,0.9933,0.4967,0,0,438,65098,0.0,1.0,N/A,0.0,0.0
1683,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1684,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1685,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1686,True,0.0,0.9938,0.4969,0,87,317,65132,0.0,0.9987,0.0,0.0,0.0
1687,True,0.8142,0.9982,0.9062,517,112,6,64901,0.9885,0.9983,0.8219,0.9885,0.8976
1688,False,0.0,0.9986,0.4993,0,90,0,65446,N/A,0.9986,0.0,N/A,0.0
1689,True,0.7432,0.9977,0.8704,437,115,36,64948,0.9239,0.9982,0.7917,0.9239,0.8527
1690,True,0.0,0.9964,0.4982,0,0,234,65302,0.0,1.0,N/A,0.0,0.0
1691,False,0.0,1.0,0.5,0,3,0,65533,N/A,1.0,0.0,N/A,0.0
1692,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1693,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1694,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1695,True,0.0,0.9979,0.499,0,2,135,65399,0.0,1.0,0.0,0.0,0.0
1696,True,0.7677,0.9996,0.8837,76,23,0,65437,1.0,0.9996,0.7677,1.0,0.8686
1697,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1698,False,0.0,0.9998,0.4999,0,14,0,65522,N/A,0.9998,0.0,N/A,0.0
1699,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1700,True,0.7653,0.9923,0.8788,1601,441,50,63444,0.9697,0.9931,0.784,0.9697,0.867
1701,True,0.0357,0.9963,0.516,9,0,243,65284,0.0357,1.0,1.0,0.0357,0.069
1702,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1703,False,0.0,0.9995,0.4997,0,33,0,65503,N/A,0.9995,0.0,N/A,0.0
1704,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1705,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1706,True,0.0625,0.9991,0.5308,4,40,20,65472,0.1667,0.9994,0.0909,0.1667,0.1176
1707,True,0.5909,0.9992,0.795,78,50,4,65404,0.9512,0.9992,0.6094,0.9512,0.7429
1708,True,0.6181,0.9955,0.8068,479,31,265,64761,0.6438,0.9995,0.9392,0.6438,0.764
1709,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1710,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1711,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1712,True,0.2007,0.9967,0.5987,55,8,211,65262,0.2068,0.9999,0.873,0.2068,0.3343
1713,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1714,True,0.7662,0.9947,0.8804,1114,121,219,64082,0.8357,0.9981,0.902,0.8357,0.8676
1715,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1716,True,0.1492,0.988,0.5686,138,3,784,64611,0.1497,1.0,0.9787,0.1497,0.2596
1717,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1718,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1719,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1720,True,0.0,0.9917,0.4958,0,0,546,64990,0.0,1.0,N/A,0.0,0.0
1721,False,0.0,0.9936,0.4968,0,422,0,65114,N/A,0.9936,0.0,N/A,0.0
1722,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1723,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1724,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1725,True,0.0,0.9954,0.4977,0,193,106,65237,0.0,0.9971,0.0,0.0,0.0
1726,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1727,True,0.0,0.9981,0.499,0,1,125,65410,0.0,1.0,0.0,0.0,0.0
1728,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1729,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1730,True,0.3589,0.9762,0.6676,861,1,1537,63137,0.359,1.0,0.9988,0.359,0.5282
1731,True,0.0111,0.9904,0.5008,7,0,626,64903,0.0111,1.0,1.0,0.0111,0.0219
1732,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1733,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1734,True,0.5744,0.9917,0.7831,722,535,0,64279,1.0,0.9917,0.5744,1.0,0.7297
1735,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1736,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1737,False,0.0,0.9995,0.4997,0,33,0,65503,N/A,0.9995,0.0,N/A,0.0
1738,True,0.83,0.9997,0.9149,83,14,3,65436,0.9651,0.9998,0.8557,0.9651,0.9071
1739,True,0.8894,0.9988,0.9441,619,55,22,64840,0.9657,0.9992,0.9184,0.9657,0.9414
1740,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1741,True,0.7645,0.9967,0.8806,685,206,5,64640,0.9928,0.9968,0.7688,0.9928,0.8665
1742,True,0.4532,0.9977,0.7255,126,137,15,65258,0.8936,0.9979,0.4791,0.8936,0.6238
