sample_idx,has_hemorrhage,iou_hemorrhage,iou_background,mean_iou,true_positives,false_positives,false_negatives,true_negatives,sensitivity,specificity,precision,recall,dice
1170,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1171,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1172,True,0.0956,0.996,0.5458,28,2,263,65243,0.0962,1.0,0.9333,0.0962,0.1745
1173,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1174,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1175,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1176,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1177,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1178,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1179,False,0.0,0.9995,0.4998,0,31,0,65505,N/A,0.9995,0.0,N/A,0.0
1180,False,0.0,0.9994,0.4997,0,38,0,65498,N/A,0.9994,0.0,N/A,0.0
1181,True,0.0,0.9984,0.4992,0,10,94,65432,0.0,0.9998,0.0,0.0,0.0
1182,True,0.0446,0.9577,0.5011,129,42,2724,62641,0.0452,0.9993,0.7544,0.0452,0.0853
1183,True,0.8035,0.9964,0.9,957,207,27,64345,0.9726,0.9968,0.8222,0.9726,0.8911
1184,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1185,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1186,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1187,True,0.2748,0.989,0.6319,271,4,711,64550,0.276,0.9999,0.9855,0.276,0.4312
1188,True,0.0,0.9959,0.4979,0,0,271,65265,0.0,1.0,N/A,0.0,0.0
1189,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1190,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1191,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1192,True,0.0,0.986,0.493,0,0,919,64617,0.0,1.0,N/A,0.0,0.0
1193,True,0.0,0.9838,0.4919,0,10,1052,64474,0.0,0.9998,0.0,0.0,0.0
1194,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1195,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1196,True,0.0,0.9958,0.4979,0,0,278,65258,0.0,1.0,N/A,0.0,0.0
1197,True,0.0,0.9948,0.4974,0,0,342,65194,0.0,1.0,N/A,0.0,0.0
1198,True,0.0,0.9971,0.4985,0,0,193,65343,0.0,1.0,N/A,0.0,0.0
1199,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1200,False,0.0,0.9997,0.4998,0,21,0,65515,N/A,0.9997,0.0,N/A,0.0
1201,True,0.0,0.9848,0.4924,0,0,997,64539,0.0,1.0,N/A,0.0,0.0
1202,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1203,True,0.0643,0.9804,0.5224,88,18,1262,64168,0.0652,0.9997,0.8302,0.0652,0.1209
1204,True,0.0,0.9971,0.4986,0,0,190,65346,0.0,1.0,N/A,0.0,0.0
1205,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1206,True,0.2485,0.9981,0.6233,42,2,125,65367,0.2515,1.0,0.9545,0.2515,0.3981
1207,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1208,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1209,True,0.0,0.9851,0.4926,0,4,970,64562,0.0,0.9999,0.0,0.0,0.0
1210,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1211,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1212,True,0.4972,0.9932,0.7452,438,158,285,64655,0.6058,0.9976,0.7349,0.6058,0.6641
1213,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1214,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1215,True,0.0,0.9994,0.4997,0,0,40,65496,0.0,1.0,N/A,0.0,0.0
1216,False,0.0,0.9998,0.4999,0,10,0,65526,N/A,0.9998,0.0,N/A,0.0
1217,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1218,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1219,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1220,False,0.0,0.9988,0.4994,0,76,0,65460,N/A,0.9988,0.0,N/A,0.0
1221,False,0.0,0.9968,0.4984,0,209,0,65327,N/A,0.9968,0.0,N/A,0.0
1222,True,0.7683,0.9934,0.8808,1409,402,23,63702,0.9839,0.9937,0.778,0.9839,0.8689
1223,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1224,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1225,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1226,True,0.5613,0.9959,0.7786,339,5,260,64932,0.5659,0.9999,0.9855,0.5659,0.719
1227,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1228,True,0.0,0.9988,0.4994,0,0,80,65456,0.0,1.0,N/A,0.0,0.0
1229,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1230,True,0.6507,0.9965,0.8236,421,46,180,64889,0.7005,0.9993,0.9015,0.7005,0.7884
1231,True,0.1572,0.9905,0.5738,116,0,622,64798,0.1572,1.0,1.0,0.1572,0.2717
1232,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1233,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1234,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1235,False,0.0,0.9991,0.4996,0,56,0,65480,N/A,0.9991,0.0,N/A,0.0
1236,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1237,True,0.2891,0.9935,0.6413,172,11,412,64941,0.2945,0.9998,0.9399,0.2945,0.4485
1238,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1239,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1240,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1241,True,0.4592,0.9973,0.7282,152,18,161,65205,0.4856,0.9997,0.8941,0.4856,0.6294
1242,True,0.755,0.9973,0.8761,533,159,14,64830,0.9744,0.9976,0.7702,0.9744,0.8604
1243,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1244,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1245,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1246,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1247,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1248,True,0.52,0.9976,0.7588,169,155,1,65211,0.9941,0.9976,0.5216,0.9941,0.6842
1249,True,0.6548,0.9978,0.8263,277,77,69,65113,0.8006,0.9988,0.7825,0.8006,0.7914
1250,True,0.0,0.9969,0.4984,0,0,205,65331,0.0,1.0,N/A,0.0,0.0
1251,True,0.0,0.9989,0.4994,0,0,74,65462,0.0,1.0,N/A,0.0,0.0
1252,True,0.0,0.999,0.4995,0,0,64,65472,0.0,1.0,N/A,0.0,0.0
1253,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1254,True,0.7584,0.9993,0.8789,135,36,7,65358,0.9507,0.9994,0.7895,0.9507,0.8626
1255,True,0.0,0.9982,0.4991,0,0,119,65417,0.0,1.0,N/A,0.0,0.0
1256,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1257,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1258,True,0.1239,0.9912,0.5575,81,33,540,64882,0.1304,0.9995,0.7105,0.1304,0.2204
1259,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1260,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1261,True,0.6834,0.9967,0.8401,462,197,17,64860,0.9645,0.997,0.7011,0.9645,0.812
1262,True,0.0294,0.999,0.5142,2,0,66,65468,0.0294,1.0,1.0,0.0294,0.0571
1263,True,0.0,0.9848,0.4924,0,0,998,64538,0.0,1.0,N/A,0.0,0.0
1264,True,0.6181,0.9968,0.8075,335,7,200,64994,0.6262,0.9999,0.9795,0.6262,0.764
1265,True,0.1477,0.9989,0.5733,13,0,75,65448,0.1477,1.0,1.0,0.1477,0.2574
1266,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1267,True,0.0,0.9993,0.4997,0,0,45,65491,0.0,1.0,N/A,0.0,0.0
1268,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1269,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1270,True,0.0,0.9885,0.4942,0,0,754,64782,0.0,1.0,N/A,0.0,0.0
1271,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1272,True,0.7647,0.9999,0.8823,26,3,5,65502,0.8387,1.0,0.8966,0.8387,0.8667
1273,False,0.0,0.9958,0.4979,0,275,0,65261,N/A,0.9958,0.0,N/A,0.0
1274,False,0.0,0.9985,0.4993,0,98,0,65438,N/A,0.9985,0.0,N/A,0.0
1275,True,0.0,0.97,0.485,0,0,1964,63572,0.0,1.0,N/A,0.0,0.0
1276,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1277,True,0.8278,0.9991,0.9135,274,50,7,65205,0.9751,0.9992,0.8457,0.9751,0.9058
1278,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1279,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1280,True,0.0,0.9978,0.4989,0,57,85,65394,0.0,0.9991,0.0,0.0,0.0
1281,True,0.0,0.9977,0.4988,0,0,153,65383,0.0,1.0,N/A,0.0,0.0
1282,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1283,True,0.0,0.9985,0.4993,0,0,97,65439,0.0,1.0,N/A,0.0,0.0
1284,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1285,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1286,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1287,True,0.642,0.9942,0.8181,669,155,218,64494,0.7542,0.9976,0.8119,0.7542,0.782
1288,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1289,True,0.6866,0.9997,0.8431,46,0,21,65469,0.6866,1.0,1.0,0.6866,0.8142
1290,True,0.0,0.9944,0.4972,0,0,366,65170,0.0,1.0,N/A,0.0,0.0
1291,True,0.0,0.9935,0.4968,0,0,425,65111,0.0,1.0,N/A,0.0,0.0
1292,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1293,True,0.3695,0.9855,0.6775,552,45,897,64042,0.381,0.9993,0.9246,0.381,0.5396
1294,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1295,True,0.0335,0.9881,0.5108,27,41,738,64730,0.0353,0.9994,0.3971,0.0353,0.0648
1296,True,0.0,0.9986,0.4993,0,0,89,65447,0.0,1.0,N/A,0.0,0.0
1297,True,0.8761,0.9989,0.9375,509,67,5,64955,0.9903,0.999,0.8837,0.9903,0.9339
1298,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1299,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1300,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1301,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1302,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1303,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1304,True,0.8739,0.9998,0.9369,104,13,2,65417,0.9811,0.9998,0.8889,0.9811,0.9327
1305,True,0.0,0.9849,0.4925,0,0,989,64547,0.0,1.0,N/A,0.0,0.0
1306,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1307,True,0.299,0.9946,0.6468,151,277,77,65031,0.6623,0.9958,0.3528,0.6623,0.4604
1308,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1309,True,0.0,0.9994,0.4997,0,0,38,65498,0.0,1.0,N/A,0.0,0.0
1310,True,0.2957,0.9952,0.6455,131,4,308,65093,0.2984,0.9999,0.9704,0.2984,0.4564
1311,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1312,True,0.0,0.9978,0.4989,0,0,146,65390,0.0,1.0,N/A,0.0,0.0
1313,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1314,True,0.8467,0.9996,0.9232,127,13,10,65386,0.927,0.9998,0.9071,0.927,0.917
1315,True,0.0,0.9989,0.4995,0,0,70,65466,0.0,1.0,N/A,0.0,0.0
1316,True,0.4976,0.9984,0.748,104,42,63,65327,0.6228,0.9994,0.7123,0.6228,0.6645
1317,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1318,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1319,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1320,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1321,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1322,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1323,True,0.0,0.9977,0.4989,0,0,150,65386,0.0,1.0,N/A,0.0,0.0
1324,True,0.0208,0.9971,0.509,4,0,188,65344,0.0208,1.0,1.0,0.0208,0.0408
1325,True,0.3973,0.9993,0.6983,29,39,5,65463,0.8529,0.9994,0.4265,0.8529,0.5686
1326,True,0.6425,0.994,0.8183,701,372,18,64445,0.975,0.9943,0.6533,0.975,0.7824
1327,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1328,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1329,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1330,True,0.7238,0.9975,0.8607,422,154,7,64953,0.9837,0.9976,0.7326,0.9837,0.8398
1331,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1332,True,0.0,0.9972,0.4986,0,0,185,65351,0.0,1.0,N/A,0.0,0.0
1333,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1334,True,0.0,0.9946,0.4973,0,0,351,65185,0.0,1.0,N/A,0.0,0.0
1335,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1336,True,0.3006,0.9917,0.6462,233,89,453,64761,0.3397,0.9986,0.7236,0.3397,0.4623
1337,True,0.49,0.9846,0.7373,953,278,714,63591,0.5717,0.9956,0.7742,0.5717,0.6577
1338,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1339,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1340,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1341,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1342,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1343,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1344,True,0.4684,0.995,0.7317,289,26,302,64919,0.489,0.9996,0.9175,0.489,0.638
1345,False,0.0,0.9996,0.4998,0,27,0,65509,N/A,0.9996,0.0,N/A,0.0
1346,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1347,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1348,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1349,True,0.3768,0.998,0.6874,78,30,99,65329,0.4407,0.9995,0.7222,0.4407,0.5474
1350,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1351,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1352,True,0.7518,0.9979,0.8748,418,97,41,64980,0.9107,0.9985,0.8117,0.9107,0.8583
1353,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1354,True,0.0561,0.9969,0.5265,12,0,202,65322,0.0561,1.0,1.0,0.0561,0.1062
1355,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1356,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1357,True,0.0787,0.9964,0.5376,20,1,233,65282,0.0791,1.0,0.9524,0.0791,0.146
1358,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1359,True,0.6211,0.9963,0.8087,395,119,122,64900,0.764,0.9982,0.7685,0.764,0.7662
1360,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1361,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1362,True,0.8374,0.9973,0.9173,901,30,145,64460,0.8614,0.9995,0.9678,0.8614,0.9115
1363,True,0.1216,0.9767,0.5491,211,1524,0,63801,1.0,0.9767,0.1216,1.0,0.2169
1364,True,0.3881,0.9741,0.6811,1058,330,1338,62810,0.4416,0.9948,0.7622,0.4416,0.5592
1365,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1366,True,0.5505,0.9964,0.7734,289,2,234,65011,0.5526,1.0,0.9931,0.5526,0.7101
1367,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1368,True,0.2174,0.9984,0.6079,30,93,15,65398,0.6667,0.9986,0.2439,0.6667,0.3571
1369,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1370,True,0.0,0.9914,0.4957,0,0,561,64975,0.0,1.0,N/A,0.0,0.0
1371,True,0.0469,0.995,0.521,16,0,325,65195,0.0469,1.0,1.0,0.0469,0.0896
1372,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1373,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1374,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1375,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1376,True,0.0,0.9993,0.4996,0,0,49,65487,0.0,1.0,N/A,0.0,0.0
1377,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1378,False,0.0,0.9997,0.4998,0,21,0,65515,N/A,0.9997,0.0,N/A,0.0
1379,True,0.5432,0.9966,0.7699,264,208,14,65050,0.9496,0.9968,0.5593,0.9496,0.704
1380,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1381,True,0.7498,0.9952,0.8725,920,288,19,64309,0.9798,0.9955,0.7616,0.9798,0.857
1382,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1383,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1384,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1385,True,0.2584,0.9933,0.6259,153,0,439,64944,0.2584,1.0,1.0,0.2584,0.4107
1386,True,0.2667,0.9985,0.6326,36,0,99,65401,0.2667,1.0,1.0,0.2667,0.4211
1387,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1388,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1389,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1390,True,0.7801,0.9995,0.8898,110,25,6,65395,0.9483,0.9996,0.8148,0.9483,0.8765
1391,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1392,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1393,True,0.8696,0.9975,0.9335,1060,135,24,64317,0.9779,0.9979,0.887,0.9779,0.9302
1394,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1395,True,0.0162,0.9972,0.5067,3,0,182,65351,0.0162,1.0,1.0,0.0162,0.0319
1396,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1397,True,0.0,0.9974,0.4987,0,0,172,65364,0.0,1.0,N/A,0.0,0.0
1398,True,0.8486,0.9992,0.9239,297,45,8,65186,0.9738,0.9993,0.8684,0.9738,0.9181
1399,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1400,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1401,True,0.2532,0.9991,0.6261,20,27,32,65457,0.3846,0.9996,0.4255,0.3846,0.404
1402,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1403,True,0.5286,0.9965,0.7625,259,126,105,65046,0.7115,0.9981,0.6727,0.7115,0.6916
1404,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1405,True,0.0132,0.9886,0.5009,10,1,748,64777,0.0132,1.0,0.9091,0.0132,0.026
1406,True,0.8175,0.9996,0.9086,112,24,1,65399,0.9912,0.9996,0.8235,0.9912,0.8996
1407,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1408,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1409,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1410,True,0.0,0.9961,0.498,0,0,256,65280,0.0,1.0,N/A,0.0,0.0
1411,True,0.0,0.9983,0.4991,0,63,49,65424,0.0,0.999,0.0,0.0,0.0
1412,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1413,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1414,True,0.6538,0.9999,0.8269,17,8,1,65510,0.9444,0.9999,0.68,0.9444,0.7907
1415,True,0.0,0.9993,0.4996,0,0,47,65489,0.0,1.0,N/A,0.0,0.0
1416,True,0.8688,0.9997,0.9342,139,19,2,65376,0.9858,0.9997,0.8797,0.9858,0.9298
1417,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1418,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1419,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1420,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1421,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1422,True,0.426,0.9976,0.7118,118,16,143,65259,0.4521,0.9998,0.8806,0.4521,0.5975
1423,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1424,True,0.5665,0.9956,0.781,375,245,42,64874,0.8993,0.9962,0.6048,0.8993,0.7232
1425,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1426,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1427,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1428,True,0.7208,0.9992,0.86,142,6,49,65339,0.7435,0.9999,0.9595,0.7435,0.8378
1429,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1430,True,0.9151,0.999,0.9571,690,56,8,64782,0.9885,0.9991,0.9249,0.9885,0.9557
1431,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1432,True,0.8364,0.999,0.9177,317,59,3,65157,0.9906,0.9991,0.8431,0.9906,0.9109
1433,True,0.0,0.9965,0.4983,0,0,229,65307,0.0,1.0,N/A,0.0,0.0
1434,True,0.7782,0.9981,0.8881,435,51,73,64977,0.8563,0.9992,0.8951,0.8563,0.8753
1435,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1436,True,0.1709,0.997,0.584,40,0,194,65302,0.1709,1.0,1.0,0.1709,0.292
1437,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1438,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1439,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1440,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1441,True,0.8188,0.9992,0.909,226,33,17,65260,0.93,0.9995,0.8726,0.93,0.9004
1442,True,0.8556,0.9994,0.9275,231,9,30,65266,0.8851,0.9999,0.9625,0.8851,0.9222
1443,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1444,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1445,True,0.3442,0.9972,0.6707,95,10,171,65260,0.3571,0.9998,0.9048,0.3571,0.5121
1446,True,0.3428,0.9735,0.6582,893,188,1524,62931,0.3695,0.997,0.8261,0.3695,0.5106
1447,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1448,True,0.0,0.9976,0.4988,0,0,159,65377,0.0,1.0,N/A,0.0,0.0
1449,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1450,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1451,True,0.9111,0.9994,0.9552,379,15,22,65120,0.9451,0.9998,0.9619,0.9451,0.9535
1452,True,0.6508,0.9975,0.8241,300,144,17,65075,0.9464,0.9978,0.6757,0.9464,0.7884
1453,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
1454,False,0.0,0.9992,0.4996,0,50,0,65486,N/A,0.9992,0.0,N/A,0.0
1455,True,0.3542,0.9918,0.673,294,6,530,64706,0.3568,0.9999,0.98,0.3568,0.5231
1456,False,N/A,1.0,1.0,0,0,0,65536,N/A,1.0,N/A,N/A,N/A
